CLOUD,Name,EntrezIDs,Symbols
CLOUD139,Docetaxel,81027;596;4133;4134;4137;8856;1576;1576;1577;1551;1545;1545;1545;5243;89845;28234;10864;9429;1244;4363,TUBB1;BCL2;MAP2;MAP4;MAPT;NR1I2;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP1B1;CYP1B1;CYP1B1;ABCB1;ABCC10;SLCO1B3;SLC22A7;ABCG2;ABCC2;ABCC1
CLOUD140,Bretylium,476,ATP1A1
CLOUD141,Lansoprazole,495;4137;1576;1576;1576;1557;1557;1559;1559;1559;1543;1544;1545;1562;1558;1558;1565;1579;5243;5243;9429,ATP4A;MAPT;CYP3A4;CYP3A4;CYP3A4;CYP2C19;CYP2C19;CYP2C9;CYP2C9;CYP2C9;CYP1A1;CYP1A2;CYP1B1;CYP2C18;CYP2C8;CYP2C8;CYP2D6;CYP4A11;ABCB1;ABCB1;ABCG2
CLOUD142,Flutamide,367;196;8856;1576;1544;1544;1543;1545;1545;1557;1577,AR;AHR;NR1I2;CYP3A4;CYP1A2;CYP1A2;CYP1A1;CYP1B1;CYP1B1;CYP2C19;CYP3A5
CLOUD143,Albendazole,1131;7846;10383;10383;1576;1543;1544;1544;1544;5243,CHRM3;TUBA1A;TUBB4B;TUBB4B;CYP3A4;CYP1A1;CYP1A2;CYP1A2;CYP1A2;ABCB1
CLOUD144,Trimethoprim,7298;1719;1559;1559;1576;1558;1558;5243;5243,TYMS;DHFR;CYP2C9;CYP2C9;CYP3A4;CYP2C8;CYP2C8;ABCB1;ABCB1
CLOUD145,Lacosamide,6335;6328;6336,SCN9A;SCN3A;SCN10A
CLOUD146,Abacavir,3106;130;54658;132,HLA-B;ADH6;UGT1A1;ADK
CLOUD147,Iloprost,5739;5731;5141;5142;5143;5144;5327;11251;11309;6578;28232,PTGIR;PTGER1;PDE4A;PDE4B;PDE4C;PDE4D;PLAT;PTGDR2;SLCO2B1;SLCO2A1;SLCO3A1
CLOUD148,Metformin,5564;6580;6580;6582;6582;6581;55244;222962,PRKAB1;SLC22A1;SLC22A1;SLC22A2;SLC22A2;SLC22A3;SLC47A1;SLC29A4
CLOUD149,Ranolazine,6331;6335;1576;1565,SCN5A;SCN9A;CYP3A4;CYP2D6
CLOUD150,Lithium,2932;3612;3613;2892,GSK3B;IMPA1;IMPA2;GRIA3
CLOUD151,Praziquantel,1576;1544;1557;64816;1577;1551,CYP3A4;CYP1A2;CYP2C19;CYP3A43;CYP3A5;CYP3A7
CLOUD152,Vinblastine,7846;203068;51174;7283;51175;3725;1576;1576;1565;1565;5243;5243;5243;4363;4363;4363;1244;1244;1244;368;8647;8647,TUBA1A;TUBB;TUBD1;TUBG1;TUBE1;JUN;CYP3A4;CYP3A4;CYP2D6;CYP2D6;ABCB1;ABCB1;ABCB1;ABCC1;ABCC1;ABCC1;ABCC2;ABCC2;ABCC2;ABCC6;ABCB11;ABCB11
CLOUD153,Metaxalone,,
CLOUD154,Ezetimibe Glucuronide,6646;29881;290;1558;54658;54659;7366;7364;1576;5243;1244;10599;64240;8714;9429;64241,SOAT1;NPC1L1;ANPEP;CYP2C8;UGT1A1;UGT1A3;UGT2B15;UGT2B7;CYP3A4;ABCB1;ABCC2;SLCO1B1;ABCG5;ABCC3;ABCG2;ABCG8
CLOUD155,Lamotrigine,777;6326;134;135;148;150;153;1812;1813;2554;2554;3269;4986;1128;3356;3359;54657;1719;54659;54658;54658;5243,CACNA1E;SCN2A;ADORA1;ADORA2A;ADRA1A;ADRA2A;ADRB1;DRD1;DRD2;GABRA1;GABRA1;HRH1;OPRK1;CHRM1;HTR2A;HTR3A;UGT1A4;DHFR;UGT1A3;UGT1A1;UGT1A1;ABCB1
CLOUD156,Enoxacin,7153;1544,TOP2A;CYP1A2
CLOUD157,Doxapram,3777;51305,KCNK3;KCNK9
CLOUD158,Stanozolol,,
CLOUD159,Miglitol,8972;8972;2548;23193;2595;279,MGAM;MGAM;GAA;GANAB;GANC;AMY2A
CLOUD160,Tetracycline,5621;23569;1576;1576;9356;9376;9376;55867;10864;213,PRNP;PADI4;CYP3A4;CYP3A4;SLC22A6;SLC22A8;SLC22A8;SLC22A11;SLC22A7;ALB
CLOUD161,Sulfameter,,
CLOUD162,Carglumic Acid,1373,CPS1
CLOUD163,Nateglinide,6833;5468;1559;1576;1577;1551;5742;54600;1565;10257;6566;6564;6565;9356;213;5004,ABCC8;PPARG;CYP2C9;CYP3A4;CYP3A5;CYP3A7;PTGS1;UGT1A9;CYP2D6;ABCC4;SLC16A1;SLC15A1;SLC15A2;SLC22A6;ALB;ORM1
CLOUD164,Temozolomide,1576,CYP3A4
CLOUD165,Mycophenolic acid,3614;3615;54658;54600;7364;54577;54578,IMPDH1;IMPDH2;UGT1A1;UGT1A9;UGT2B7;UGT1A7;UGT1A6
CLOUD166,Meclofenamic acid,5742;5743;240;3785;3786;9356;53919,PTGS1;PTGS2;ALOX5;KCNQ2;KCNQ3;SLC22A6;SLCO1C1
CLOUD167,Phenprocoumon,79001;1558;1559;1576;213;5004,VKORC1;CYP2C8;CYP2C9;CYP3A4;ALB;ORM1
CLOUD168,Mesalazine,5743;5742;240;5468;1147;3551;4353,PTGS2;PTGS1;ALOX5;PPARG;CHUK;IKBKB;MPO
CLOUD169,Mitotane,1584;2230;2099;5241;367;1576;6462;866,CYP11B1;FDX1;ESR1;PGR;AR;CYP3A4;SHBG;SERPINA6
CLOUD170,Metronidazole,1595;1559;1559;1576;1576;1558;54658,CYP51A1;CYP2C9;CYP2C9;CYP3A4;CYP3A4;CYP2C8;UGT1A1
CLOUD171,Isoniazid,1558;1544;1576;1557;1576;1571;1571;1571;1559;1544;1565;1557;10;1548;1558;213,CYP2C8;CYP1A2;CYP3A4;CYP2C19;CYP3A4;CYP2E1;CYP2E1;CYP2E1;CYP2C9;CYP1A2;CYP2D6;CYP2C19;NAT2;CYP2A6;CYP2C8;ALB
CLOUD172,Amprenavir,1576;1576;1555;1557;1558;1559;1565;1577;5243;5243;4363,CYP3A4;CYP3A4;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP3A5;ABCB1;ABCB1;ABCC1
CLOUD173,Thiabendazole,1544;1544;1543,CYP1A2;CYP1A2;CYP1A1
CLOUD174,Nitazoxanide,6573,SLC19A1
CLOUD175,Propylthiouracil,7173;4353;1621,TPO;MPO;DBH
CLOUD176,Ribavirin 5'-Triphosphate,3614;132;3615;22978;5167;5167;132;2030;64078,IMPDH1;ADK;IMPDH2;NT5C2;ENPP1;ENPP1;ADK;SLC29A1;SLC28A3
CLOUD177,Cycloserine,1644;153201,DDC;SLC36A2
CLOUD178,Ribavirin,3614;132;3615;22978;5167;5167;132;2030;64078,IMPDH1;ADK;IMPDH2;NT5C2;ENPP1;ENPP1;ADK;SLC29A1;SLC28A3
CLOUD179,Hydroxyurea,6240;1565,RRM1;CYP2D6
CLOUD180,Diazoxide,3767;759;760;476;3778;6559;2752,KCNJ11;CA1;CA2;ATP1A1;KCNMA1;SLC12A3;GLUL
CLOUD181,Mephenytoin,6331;8856;1557;1557;1555;1544;1565;1558;1559,SCN5A;NR1I2;CYP2C19;CYP2C19;CYP2B6;CYP1A2;CYP2D6;CYP2C8;CYP2C9
CLOUD182,Altretamine,,
CLOUD183,Chlorphenesin,1588;1576;7498;5743;590,CYP19A1;CYP3A4;XDH;PTGS2;BCHE
CLOUD184,Topiramate,2554;6323;2897;760;762;2554;759;761;1557;1576,GABRA1;SCN1A;GRIK1;CA2;CA4;GABRA1;CA1;CA3;CYP2C19;CYP3A4
CLOUD185,Ethambutol,,
CLOUD186,Methyldopa,150;1644;1312;6564,ADRA2A;DDC;COMT;SLC15A1
CLOUD187,Zileuton,240;1559;1544;1544;1576;5742;54600;213,ALOX5;CYP2C9;CYP1A2;CYP1A2;CYP3A4;PTGS1;UGT1A9;ALB
CLOUD188,Carisoprodol,2554;2561;2566;1557,GABRA1;GABRB2;GABRG2;CYP2C19
CLOUD189,Gabapentin,781;9254;774;134;2902;2550;9568;586,CACNA2D1;CACNA2D2;CACNA1B;ADORA1;GRIN1;GABBR1;GABBR2;BCAT1
CLOUD190,Nitisinone,3242,HPD
CLOUD191,Allopurinol,7498;316;7498;9376;10864,XDH;AOX1;XDH;SLC22A8;SLC22A7
CLOUD192,Acetazolamide,759;760;762;771;23632;761;766;358;1576;9356,CA1;CA2;CA4;CA12;CA14;CA3;CA7;AQP1;CYP3A4;SLC22A6
CLOUD193,Oxyphenbutazone,30814;9356;213,PLA2G2E;SLC22A6;ALB
CLOUD194,Aminosalicylic Acid,5743;1147;240;30814;4353,PTGS2;CHUK;ALOX5;PLA2G2E;MPO
CLOUD195,Trilostane,3283;3284;2099;2100,HSD3B1;HSD3B2;ESR1;ESR2
CLOUD196,Everolimus,2475;1576,MTOR;CYP3A4
CLOUD197,Paromomycin,,
CLOUD198,Citalopram,6532;3269;148;1128;3358;1576;1557;1557;1565;1565;1571;1544;1555;5243;5243;6531;6531;6530;6530;6532;6532,SLC6A4;HRH1;ADRA1A;CHRM1;HTR2C;CYP3A4;CYP2C19;CYP2C19;CYP2D6;CYP2D6;CYP2E1;CYP1A2;CYP2B6;ABCB1;ABCB1;SLC6A3;SLC6A3;SLC6A2;SLC6A2;SLC6A4;SLC6A4
CLOUD199,Halofantrine,3757;3757;1565;1565;1576;1577;1558,KCNH2;KCNH2;CYP2D6;CYP2D6;CYP3A4;CYP3A5;CYP2C8
CLOUD200,Etomidate,2554;151;2554;1584;1585;1588;6513,GABRA1;ADRA2B;GABRA1;CYP11B1;CYP11B2;CYP19A1;SLC2A1
CLOUD201,Armodafinil,6531;6531;1557;1576;1577;1544;1555;1559,SLC6A3;SLC6A3;CYP2C19;CYP3A4;CYP3A5;CYP1A2;CYP2B6;CYP2C9
CLOUD202,Metyrosine,7054,TH
CLOUD203,Teriflunomide,1723;1558;9429,DHODH;CYP2C8;ABCG2
CLOUD204,Dexchlorpheniramine,,
CLOUD205,Gefitinib,1956;1577;1576;1565;1543;1543;1559;1557;5243;5243;9429;9429;213;5004,EGFR;CYP3A5;CYP3A4;CYP2D6;CYP1A1;CYP1A1;CYP2C9;CYP2C19;ABCB1;ABCB1;ABCG2;ABCG2;ALB;ORM1
CLOUD206,Bosentan,1909;1910;1576;1576;1559;1559;8647,EDNRA;EDNRB;CYP3A4;CYP3A4;CYP2C9;CYP2C9;ABCB11
CLOUD207,Eflornithine,4953;4953,ODC1;ODC1
CLOUD208,Cilastatin,1800;9356;9376,DPEP1;SLC22A6;SLC22A8
CLOUD209,Clofarabine,5422;6240;1633;9429,POLA1;RRM1;DCK;ABCG2
CLOUD210,Hydroxymetronidazole,1595;1559;1559;1576;1576;1558;54658,CYP51A1;CYP2C9;CYP2C9;CYP3A4;CYP3A4;CYP2C8;UGT1A1
CLOUD211,Raltegravir,54658,UGT1A1
CLOUD212,Clofibric Acid,5465;1571;2939;1576;1576;1543;1548;1555;1579;1579,PPARA;CYP2E1;GSTA2;CYP3A4;CYP3A4;CYP1A1;CYP2A6;CYP2B6;CYP4A11;CYP4A11
CLOUD213,Chlorzoxazone,3778;1571;1571;1543;1544;1548;1576;1576;1565,KCNMA1;CYP2E1;CYP2E1;CYP1A1;CYP1A2;CYP2A6;CYP3A4;CYP3A4;CYP2D6
CLOUD214,Sulbactam,,
CLOUD215,Febuxostat,7498,XDH
CLOUD216,Cefmenoxime,,
CLOUD217,Rufinamide,2915;6335;1066;1571;1576;213,GRM5;SCN9A;CES1;CYP2E1;CYP3A4;ALB
CLOUD218,Atovaquone,1723;1559,DHODH;CYP2C9
CLOUD219,Sorafenib,673;5894;2324;3791;2322;5159;3815;2260;5979;2321;1559;1577;1551;1576;1576;1555;1555;1558;1558;1544;1557;1565;54600;54600;54658;9429;9429;10257;5243;5243;1244;10928,BRAF;RAF1;FLT4;KDR;FLT3;PDGFRB;KIT;FGFR1;RET;FLT1;CYP2C9;CYP3A5;CYP3A7;CYP3A4;CYP3A4;CYP2B6;CYP2B6;CYP2C8;CYP2C8;CYP1A2;CYP2C19;CYP2D6;UGT1A9;UGT1A9;UGT1A1;ABCG2;ABCG2;ABCC4;ABCB1;ABCB1;ABCC2;RALBP1
CLOUD220,5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid,,
CLOUD221,Efavirenz,1557;1559;1555;1555;1555;1576;1576;1576;1577;1577;1551;1551;1544;1565;1558;54658;213,CYP2C19;CYP2C9;CYP2B6;CYP2B6;CYP2B6;CYP3A4;CYP3A4;CYP3A4;CYP3A5;CYP3A5;CYP3A7;CYP3A7;CYP1A2;CYP2D6;CYP2C8;UGT1A1;ALB
CLOUD222,Cinacalcet,846;1576;1565;1544,CASR;CYP3A4;CYP2D6;CYP1A2
CLOUD223,Miglustat,7357,UGCG
CLOUD224,Probucol,19;1066,ABCA1;CES1
CLOUD225,Carmustine,2936;1544,GSR;CYP1A2
CLOUD226,Primidone,2554;2555;2556;2557;2558;2559;1137;1139;2891;2898;2554;1557;1557;1559;1576;1544;1555;1558;54658,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;CHRNA4;CHRNA7;GRIA2;GRIK2;GABRA1;CYP2C19;CYP2C19;CYP2C9;CYP3A4;CYP1A2;CYP2B6;CYP2C8;UGT1A1
CLOUD227,Acetohydroxamic Acid,4321,MMP12
CLOUD228,Mebutamate,,
CLOUD229,Sulfinpyrazone,1244;4363;116085;8856;1559;1559;1576;1576;1576;1555;1558;8714;10257;10057;368;4363;1244;1244;2169,ABCC2;ABCC1;SLC22A12;NR1I2;CYP2C9;CYP2C9;CYP3A4;CYP3A4;CYP3A4;CYP2B6;CYP2C8;ABCC3;ABCC4;ABCC5;ABCC6;ABCC1;ABCC2;ABCC2;FABP2
CLOUD230,Fenoprofen,5743;5742;5465;5468;213,PTGS2;PTGS1;PPARA;PPARG;ALB
CLOUD231,Novobiocin,9356;9376;55867;9429,SLC22A6;SLC22A8;SLC22A11;ABCG2
CLOUD232,Quinine,2815;3783;1577;1544;1544;1544;1558;1558;1559;1559;1557;1557;1571;1551;1543;1543;1576;1576;1576;1565;1565;6582;6580;6580;6584;5243;5243;6579;6583,GP9;KCNN4;CYP3A5;CYP1A2;CYP1A2;CYP1A2;CYP2C8;CYP2C8;CYP2C9;CYP2C9;CYP2C19;CYP2C19;CYP2E1;CYP3A7;CYP1A1;CYP1A1;CYP3A4;CYP3A4;CYP3A4;CYP2D6;CYP2D6;SLC22A2;SLC22A1;SLC22A1;SLC22A5;ABCB1;ABCB1;SLCO1A2;SLC22A4
CLOUD233,Ganciclovir,6286;6580;9356;9376;10864,S100P;SLC22A1;SLC22A6;SLC22A8;SLC22A7
CLOUD234,Pazopanib,2321;3791;2324;5156;5159;3815;2261;3702;2246;10019;1576;1576;1565;1565;1558;1544;5243;9429;10599;54658,FLT1;KDR;FLT4;PDGFRA;PDGFRB;KIT;FGFR3;ITK;FGF1;SH2B3;CYP3A4;CYP3A4;CYP2D6;CYP2D6;CYP2C8;CYP1A2;ABCB1;ABCG2;SLCO1B1;UGT1A1
CLOUD235,Zonisamide,6323;6326;6328;6329;6331;6335;11280;6324;6327;55800;6330;8913;8912;8911;759;760;761;762;763;11238;765;766;767;768;56934;770;771;377677;23632;4129;4128;1576;316;1557;54658,SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN9A;SCN11A;SCN1B;SCN2B;SCN3B;SCN4B;CACNA1G;CACNA1H;CACNA1I;CA1;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA8;CA9;CA10;CA11;CA12;CA13;CA14;MAOB;MAOA;CYP3A4;AOX1;CYP2C19;UGT1A1
CLOUD236,Glatiramer,3123,HLA-DRB1
CLOUD237,7-ethyl-10-hydroxycamptothecin,7150,TOP1
CLOUD238,Tinidazole,1576,CYP3A4
CLOUD239,Felbamate,2904;116443;2903;1576;1576;1557;1571;1559,GRIN2B;GRIN3A;GRIN2A;CYP3A4;CYP3A4;CYP2C19;CYP2E1;CYP2C9
CLOUD240,Acetohexamide,3758;873;213,KCNJ1;CBR1;ALB
CLOUD241,Diclofenamide,759;760;762;766;761;1559,CA1;CA2;CA4;CA7;CA3;CYP2C9
CLOUD242,Fomepizole,124;125;126;847;1571;1548,ADH1A;ADH1B;ADH1C;CAT;CYP2E1;CYP2A6
CLOUD243,Leflunomide,1723;196;2185;1559;1559;1544;9429,DHODH;AHR;PTK2B;CYP2C9;CYP2C9;CYP1A2;ABCG2
CLOUD244,Probenecid,9356;55867;9376;24145;50833;1559;1557;1558;1576;6582;6580;8714;10257;10057;9194;6584;368;4363;6579;6566;6554;9356;387775;9376;1244;1244;85320;55867;53919;10864;116085;56606;213,SLC22A6;SLC22A11;SLC22A8;PANX1;TAS2R16;CYP2C9;CYP2C19;CYP2C8;CYP3A4;SLC22A2;SLC22A1;ABCC3;ABCC4;ABCC5;SLC16A7;SLC22A5;ABCC6;ABCC1;SLCO1A2;SLC16A1;SLC10A1;SLC22A6;SLC22A10;SLC22A8;ABCC2;ABCC2;ABCC11;SLC22A11;SLCO1C1;SLC22A7;SLC22A12;SLC2A9;ALB
CLOUD245,Pyrazinamide,7498;316;1544;1576,XDH;AOX1;CYP1A2;CYP3A4
CLOUD246,Baclofen,2550;9568;9376,GABBR1;GABBR2;SLC22A8
CLOUD247,Clofibrate,5465;1571;2939;1576;1576;1543;1548;1555;1579;1579,PPARA;CYP2E1;GSTA2;CYP3A4;CYP3A4;CYP1A1;CYP2A6;CYP2B6;CYP4A11;CYP4A11
CLOUD248,Pyrazinoic Acid,7498;316;1544;1576,XDH;AOX1;CYP1A2;CYP3A4
CLOUD249,Valproic Acid,9734;18;36;4967;7915;6323;3066;5465;5467;5468;1548;1548;1555;1559;1559;1577;5742;1544;1562;1557;1557;1558;1576;1576;54657;54576;54575;54578;54659;7364;7366;54600;54658;54658;9356;6584;9376;9376;6566;10864;213,HDAC9;ABAT;ACADSB;OGDH;ALDH5A1;SCN1A;HDAC2;PPARA;PPARD;PPARG;CYP2A6;CYP2A6;CYP2B6;CYP2C9;CYP2C9;CYP3A5;PTGS1;CYP1A2;CYP2C18;CYP2C19;CYP2C19;CYP2C8;CYP3A4;CYP3A4;UGT1A4;UGT1A8;UGT1A10;UGT1A6;UGT1A3;UGT2B7;UGT2B15;UGT1A9;UGT1A1;UGT1A1;SLC22A6;SLC22A5;SLC22A8;SLC22A8;SLC16A1;SLC22A7;ALB
CLOUD250,Carboplatin,6647;7498;4353;2952;4489;4502;2950;2944;1728;1317;1318;538;540;9429;1244,SOD1;XDH;MPO;GSTT1;MT1A;MT2A;GSTP1;GSTM1;NQO1;SLC31A1;SLC31A2;ATP7A;ATP7B;ABCG2;ABCC2
CLOUD251,Theophylline,134;135;136;5142;8654;5141;5139;3066;8904;81502;23420;142;79608;26140;1576;1544;1544;100;100;1571;1543;1543;1545;1558;1559;1565;10864,ADORA1;ADORA2A;ADORA2B;PDE4B;PDE5A;PDE4A;PDE3A;HDAC2;CPNE1;HM13;NOMO1;PARP1;RIC3;TTLL3;CYP3A4;CYP1A2;CYP1A2;ADA;ADA;CYP2E1;CYP1A1;CYP1A1;CYP1B1;CYP2C8;CYP2C9;CYP2D6;SLC22A7
CLOUD252,Fosfomycin,,
CLOUD253,Tranexamic Acid,5340;6565,PLG;SLC15A2
CLOUD254,Piperazine,2562;1565,GABRB3;CYP2D6
CLOUD255,Auranofin,25824;3551;213,PRDX5;IKBKB;ALB
CLOUD256,Triflupromazine,1812;1813;3357;1128;1129;590;5243,DRD1;DRD2;HTR2B;CHRM1;CHRM2;BCHE;ABCB1
CLOUD257,6-Hydroxybuspirone,3350;1813;1576;1577;1551;1565;5243,HTR1A;DRD2;CYP3A4;CYP3A5;CYP3A7;CYP2D6;ABCB1
CLOUD258,Pinacidil,1576,CYP3A4
CLOUD259,Ditiocarb,,
CLOUD260,Amantadine,116443;1139;1813;1137;1136;1644;4129;6582;6580,GRIN3A;CHRNA7;DRD2;CHRNA4;CHRNA3;DDC;MAOB;SLC22A2;SLC22A1
CLOUD261,Succinylcholine,57053;1139;1128;1129;1131;590,CHRNA10;CHRNA7;CHRM1;CHRM2;CHRM3;BCHE
CLOUD262,Buspirone,3350;1813;1576;1577;1551;1565;5243,HTR1A;DRD2;CYP3A4;CYP3A5;CYP3A7;CYP2D6;ABCB1
CLOUD263,Phensuximide,1557,CYP2C19
CLOUD264,Aprepitant,6869;1576;1576;1577;1577;1551;1551;1544;1557;1557;1559;1559,TACR1;CYP3A4;CYP3A4;CYP3A5;CYP3A5;CYP3A7;CYP3A7;CYP1A2;CYP2C19;CYP2C19;CYP2C9;CYP2C9
CLOUD265,Foscarnet,9356;6566,SLC22A6;SLC16A1
CLOUD266,Guanadrel,6530,SLC6A2
CLOUD267,Varenicline,1137;1139;1136;8973;1141,CHRNA4;CHRNA7;CHRNA3;CHRNA6;CHRNB2
