CLOUD,Name,EntrezIDs,Symbols
CLOUD082,Isoprenaline,146;147;148;1813;1814;1815;153;154;155;2475;2737;10951;7253;7421,ADRA1D;ADRA1B;ADRA1A;DRD2;DRD3;DRD4;ADRB1;ADRB2;ADRB3;MTOR;GLI3;CBX1;TSHR;VDR
CLOUD083,Niclosamide,4864;8321;3458;79915;196;3717;9734;1544;9367;3091;1812;1559;7066;5021;672;8795;1956;1393;1576;4137;2475;4780;1565;2737;2099;52;2101;65975;1080;1588;6714;190;4286;3061;5315;580;26054;3553;5914;6606;6607;2260;7253;3417;2778;3791;123228;55775;4193;4194;4067;3815;6311;51053;367;6256;9970;1395;114548;7157;6774;57337;2645,NPC1;FZD1;IFNG;ATAD5;AHR;JAK2;HDAC9;CYP1A2;RAB9A;HIF1A;DRD1;CYP2C9;THPO;OXTR;BRCA1;TNFRSF10B;EGFR;CRHBP;CYP3A4;MAPT;MTOR;NFE2L2;CYP2D6;GLI3;ESR1;ACP1;ESRRA;STK33;CFTR;CYP19A1;SRC;NR0B1;MITF;HCRTR1;PKM;BARD1;SENP6;IL1B;RARA;SMN1;SMN2;FGFR1;TSHR;IDH1;GNAS;KDR;SENP8;TDP1;MDM2;MDM4;LYN;KIT;ATXN2;GMNN;AR;RXRA;NR1I3;CRHR2;NLRP3;TP53;STAT3;SENP7;GCK
CLOUD084,Aripiprazole,6532;1814;3005;3351;1816;152;147;7941;3350;1815;3352;3356;3357;3358;3359;3361;3362;3363;3757;2737;2099;2101;285242;151;317;5999;3269;170572;200909;134864;2769;9177;55775;367;4193;4194;148;5871;150;4215;1812;5243;1813,SLC6A4;DRD3;H1F0;HTR1B;DRD5;ADRA2C;ADRA1B;PLA2G7;HTR1A;DRD4;HTR1D;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;GLI3;ESR1;ESRRA;HTR3E;ADRA2B;APAF1;RGS4;HRH1;HTR3C;HTR3D;TAAR1;GNA15;HTR3B;TDP1;AR;MDM2;MDM4;ADRA1A;MAP4K2;ADRA2A;MAP3K3;DRD1;ABCB1;DRD2
CLOUD085,Anastrozole,54657;1588,UGT1A4;CYP19A1
CLOUD086,Rifabutin,10242;8856;5914;4780;2737;2099;2100;2101;3778;3779;55775;367;4137;7421,KCNMB2;NR1I2;RARA;NFE2L2;GLI3;ESR1;ESR2;ESRRA;KCNMA1;KCNMB1;TDP1;AR;MAPT;VDR
CLOUD087,Mebendazole,5602;9734;1544;196;79915;4780;51053;3458;3791;367;2101;7157;65975;25;3354;5243;5468;9971;2100;55775,MAPK10;HDAC9;CYP1A2;AHR;ATAD5;NFE2L2;GMNN;IFNG;KDR;AR;ESRRA;TP53;STK33;ABL1;HTR1E;ABCB1;PPARG;NR1H4;ESR2;TDP1
CLOUD088,Ethinyl Estradiol,6530;6531;6532;135;1544;140;54658;1555;1557;1559;8856;5914;1565;6817;1576;146802;3458;2737;2099;2100;2101;6582;389816;316;6462;834;3779;3784;55244;22861;6097;7253;3417;27345;5467;2908;55775;3315;10242;51053;367;9970;9971;114548;7157;3576;4986;4988,SLC6A2;SLC6A3;SLC6A4;ADORA2A;CYP1A2;ADORA3;UGT1A1;CYP2B6;CYP2C19;CYP2C9;NR1I2;RARA;CYP2D6;SULT1A1;CYP3A4;SLC47A2;IFNG;GLI3;ESR1;ESR2;ESRRA;SLC22A2;LRRC26;AOX1;SHBG;CASP1;KCNMB1;KCNQ1;SLC47A1;NLRP1;RORC;TSHR;IDH1;KCNMB4;PPARD;NR3C1;TDP1;HSPB1;KCNMB2;GMNN;AR;NR1I3;NR1H4;NLRP3;TP53;CXCL8;OPRK1;OPRM1
CLOUD089,Methotrexate,7298;11201;1544;8202;3458;5650;573971;1557;1559;1565;1576;4780;6573;2350;5423;2356;1719;55867;2494;5429;672;580;8648;28234;54737;113235;2516;3417;8795;5468;55775;4193;4194;9376;9970;9971;2101;7157;2348;7421,TYMS;POLI;CYP1A2;NCOA3;IFNG;KLK7;DHFRP1;CYP2C19;CYP2C9;CYP2D6;CYP3A4;NFE2L2;SLC19A1;FOLR2;POLB;FPGS;DHFR;SLC22A11;NR5A2;POLH;BRCA1;BARD1;NCOA1;SLCO1B3;MPHOSPH8;SLC46A1;NR5A1;IDH1;TNFRSF10B;PPARG;TDP1;MDM2;MDM4;SLC22A8;NR1I3;NR1H4;ESRRA;TP53;FOLR1;VDR
CLOUD090,Eptifibatide,3690;3674;2101,ITGB3;ITGA2B;ESRRA
CLOUD091,Tacrine,6530;1544;196;1565;1576;43;2737;2101;6582;351;55244;590;2902;2903;2904;55775;3176;9970;7157;246;1129;1145,SLC6A2;CYP1A2;AHR;CYP2D6;CYP3A4;ACHE;GLI3;ESRRA;SLC22A2;APP;SLC47A1;BCHE;GRIN1;GRIN2A;GRIN2B;TDP1;HNMT;NR1I3;TP53;ALOX15;CHRM2;CHRNE
CLOUD092,Zafirlukast,10242;774;1544;57105;1557;1559;10392;367;1565;7329;7458;5468;29994;4780;5423;10800;2100;6582;389816;9536;3778;3779;196;10054;10055;3784;140;55244;8912;27345;598;2648;5594;2908;7398;8856;51053;2671;146802;5499;8828;7421,KCNMB2;CACNA1B;CYP1A2;CYSLTR2;CYP2C19;CYP2C9;NOD1;AR;CYP2D6;UBE2I;EIF4H;PPARG;BAZ2B;NFE2L2;POLB;CYSLTR1;ESR2;SLC22A2;LRRC26;PTGES;KCNMA1;KCNMB1;AHR;UBA2;SAE1;KCNQ1;ADORA3;SLC47A1;CACNA1H;KCNMB4;BCL2L1;KAT2A;MAPK1;NR3C1;USP1;NR1I2;GMNN;GFER;SLC47A2;PPP1CA;NRP2;VDR
CLOUD093,Olmesartan Medoxomil,28234;213;10599,SLCO1B3;ALB;SLCO1B1
CLOUD094,Diethylcarbamazine,,
CLOUD095,Enalaprilat,10242;1636;59272,KCNMB2;ACE;ACE2
CLOUD096,Tetrabenazine,6570;6571;2737;1813,SLC18A1;SLC18A2;GLI3;DRD2
CLOUD097,Levamisole,5784;8732;249,PTPN14;RNGTT;ALPL
CLOUD098,Mecamylamine,,
CLOUD099,Procarbazine,1544;246,CYP1A2;ALOX15
CLOUD100,Tolvaptan,,
CLOUD101,Afimoxifene,3725;3458;5893;1588;367;3417;5914;7067;672;7334;6311;29994;2737;2099;2100;317;2104;387129;4929;580;7137;3784;2671;6095;7376;6097;2516;7253;5337;5338;5467;7134;55775;4193;4194;7139;3172;3174;5871;6256;7025;2101;5241;7421,JUN;IFNG;RAD52;CYP19A1;AR;IDH1;RARA;THRA;BRCA1;UBE2N;ATXN2;BAZ2B;GLI3;ESR1;ESR2;APAF1;ESRRG;NPSR1;NR4A2;BARD1;TNNI3;KCNQ1;GFER;RORA;NR1H2;RORC;NR5A1;TSHR;PLD1;PLD2;PPARD;TNNC1;TDP1;MDM2;MDM4;TNNT2;HNF4A;HNF4G;MAP4K2;RXRA;NR2F1;ESRRA;PGR;VDR
CLOUD102,Mercaptopurine,3458;1544;1557;1559;1565;1576;29994;4780;3251;2101;196;216;3417;8795;55775;3043;9970;7157,IFNG;CYP1A2;CYP2C19;CYP2C9;CYP2D6;CYP3A4;BAZ2B;NFE2L2;HPRT1;ESRRA;AHR;ALDH1A1;IDH1;TNFRSF10B;TDP1;HBB;NR1I3;TP53
CLOUD103,Dihydroartemisinin,,
CLOUD104,Cerivastatin,3458;3156,IFNG;HMGCR
CLOUD105,Hydralazine,4864;4353;5315;1544;1559;79915;6607;1576;1557;9367;7066;1565,NPC1;MPO;PKM;CYP1A2;CYP2C9;ATAD5;SMN2;CYP3A4;CYP2C19;RAB9A;THPO;CYP2D6
CLOUD106,Prednisolone,2752;3553;866;2737;3676;151306;4780;367;3569;4306;6868;2101;1080;5241;2908,GLUL;IL1B;SERPINA6;GLI3;ITGA4;GPBAR1;NFE2L2;AR;IL6;NR3C2;ADAM17;ESRRA;CFTR;PGR;NR3C1
CLOUD107,Ramelteon,4544;4543,MTNR1B;MTNR1A
CLOUD108,Tiagabine,6529,SLC6A1
CLOUD109,Amoxapine,6530;6532;1814;1544;1815;3350;146;1812;1813;150;151;152;7066;3356;1565;3358;3362;3363;3757;3357;2737;2099;1588;3778;3779;3269;3725;2908;55775;1128;1129;10242;1131;1132;1133;367;7157;3064;5243;7421,SLC6A2;SLC6A4;DRD3;CYP1A2;DRD4;HTR1A;ADRA1D;DRD1;DRD2;ADRA2A;ADRA2B;ADRA2C;THPO;HTR2A;CYP2D6;HTR2C;HTR6;HTR7;KCNH2;HTR2B;GLI3;ESR1;CYP19A1;KCNMA1;KCNMB1;HRH1;JUN;NR3C1;TDP1;CHRM1;CHRM2;KCNMB2;CHRM3;CHRM4;CHRM5;AR;TP53;HTT;ABCB1;VDR
CLOUD110,Terazosin,150;1544;151;146;147;148;1557;1559;152;1565;1576;3757;6580;60482;3064,ADRA2A;CYP1A2;ADRA2B;ADRA1D;ADRA1B;ADRA1A;CYP2C19;CYP2C9;ADRA2C;CYP2D6;CYP3A4;KCNH2;SLC22A1;SLC5A7;HTT
CLOUD111,Artemether,10242,KCNMB2
CLOUD112,Vorinostat,3458;81027;9734;51053;10376;8841;9611;9612;79885;10382;10383;8856;5914;10013;10014;9759;7846;1576;7849;79915;4780;2737;2099;2101;84790;84617;1080;55775;203068;55869;4286;7157;112714;4194;10381;347733;2395;2908;83933;4193;1636;390245;51564;7277;367;7280;347688;9970;190;3065;3066,IFNG;TUBB1;HDAC9;GMNN;TUBA1B;HDAC3;NCOR1;NCOR2;HDAC11;TUBB4A;TUBB4B;NR1I2;RARA;HDAC6;HDAC5;HDAC4;TUBA1A;CYP3A4;PAX8;ATAD5;NFE2L2;GLI3;ESR1;ESRRA;TUBA1C;TUBB6;CFTR;TDP1;TUBB;HDAC8;MITF;TP53;TUBA3E;MDM4;TUBB3;TUBB2B;FXN;NR3C1;HDAC10;MDM2;ACE;KDM4E;HDAC7;TUBA4A;AR;TUBB2A;TUBB8;NR1I3;NR0B1;HDAC1;HDAC2
CLOUD113,Itraconazole,367;5243;2737;1576;554;4780;3791;1233;2099;2100;2101;9971;3577;1595,AR;ABCB1;GLI3;CYP3A4;AVPR2;NFE2L2;KDR;CCR4;ESR1;ESR2;ESRRA;NR1H4;CXCR1;CYP51A1
CLOUD114,Imatinib,640;768;771;6532;5894;763;7297;780;51086;2322;2580;1432;25;27;1436;3055;673;147746;5156;5159;2268;79837;1195;146802;9263;57396;6581;3356;4921;6714;55775;51776;6850;6582;3654;1956;2444;3274;55244;3791;23632;4088;4835;9429;23097;57551;3932;5599;5601;5602;4067;11238;2534;3815;9833;7525;2810;10733;613;2139;766;1487;759;760;761;762;5243;765;2046,BLK;CA9;CA12;SLC6A4;RAF1;CA5A;TYK2;DDR1;TNNI3K;FLT3;GAK;MAPK14;ABL1;ABL2;CSF1R;HCK;BRAF;HIPK4;PDGFRA;PDGFRB;FGR;PIP4K2C;CLK1;SLC47A2;STK17A;CLK4;SLC22A3;HTR2A;DDR2;SRC;TDP1;MAP3K20;SYK;SLC22A2;IRAK1;EGFR;FRK;HRH2;SLC47A1;KDR;CA14;SMAD3;NQO2;ABCG2;CDK19;TAOK1;LCK;MAPK8;MAPK9;MAPK10;LYN;CA5B;FYN;KIT;MELK;YES1;SFN;PLK4;BCR;EYA2;CA7;CTBP1;CA1;CA2;CA3;CA4;ABCB1;CA6;EPHA8
CLOUD115,Azacitidine,29128;8202;7066;7157;672;2597;79915;4780;2737;1588;2101;2100;4286;580;8648;5914;4088;2516;216;3417;2908;55775;4193;4194;3043;6097;5621;51053;367;9971;2494;3064,UHRF1;NCOA3;THPO;TP53;BRCA1;GAPDH;ATAD5;NFE2L2;GLI3;CYP19A1;ESRRA;ESR2;MITF;BARD1;NCOA1;RARA;SMAD3;NR5A1;ALDH1A1;IDH1;NR3C1;TDP1;MDM2;MDM4;HBB;RORC;PRNP;GMNN;AR;NR1H4;NR5A2;HTT
CLOUD116,Galantamine,196;43;590,AHR;ACHE;BCHE
CLOUD117,Irinotecan,3458;1132;43;55244;7150;146802;6580;6582;152;55775,IFNG;CHRM4;ACHE;SLC47A1;TOP1;SLC47A2;SLC22A1;SLC22A2;ADRA2C;TDP1
CLOUD118,Nizatidine,,
CLOUD119,Tacrolimus,1576;10599;2280;2281;2475;367;2289;1577;8856;5530;23450;55775,CYP3A4;SLCO1B1;FKBP1A;FKBP1B;MTOR;AR;FKBP5;CYP3A5;NR1I2;PPP3CA;SF3B3;TDP1
CLOUD120,Tizoxanide,,
CLOUD121,Thalidomide,5999;6000;51185;85397;2775;1080;5243,RGS4;RGS7;CRBN;RGS8;GNAO1;CFTR;ABCB1
CLOUD122,Dipyridamole,58497;10411;11069;5143;5136;5137;5138;5139;5140;1557;5142;1559;5144;5145;5146;5147;7068;1565;5150;5151;5153;5158;1576;5148;79915;4780;222962;5149;2737;1813;7134;6582;64127;8767;7201;9817;10057;247;3276;8654;2770;7251;7253;472;2648;54106;55244;10846;55775;7137;7139;7398;10257;57192;5347;27115;51053;2030;1393;6002;1395;7157;3320;1812;5243;50940;2101;3326;5141,PRUNE1;RAPGEF3;RAPGEF4;PDE4C;PDE1A;PDE1C;PDE2A;PDE3A;PDE3B;CYP2C19;PDE4B;CYP2C9;PDE4D;PDE6A;PDE6C;PDE6D;THRB;CYP2D6;PDE7A;PDE8A;PDE1B;PDE6B;CYP3A4;PDE6G;ATAD5;NFE2L2;SLC29A4;PDE6H;GLI3;DRD2;TNNC1;SLC22A2;NOD2;RIPK2;TRHR;KEAP1;ABCC5;ALOX15B;PRMT1;PDE5A;GNAI1;TSG101;TSHR;ATM;KAT2A;TLR9;SLC47A1;PDE10A;TDP1;TNNI3;TNNT2;USP1;ABCC4;MCOLN1;PLK1;PDE7B;GMNN;SLC29A1;CRHBP;RGS12;CRHR2;TP53;HSP90AA1;DRD1;ABCB1;PDE11A;ESRRA;HSP90AB1;PDE4A
CLOUD123,Lubiprostone,,
CLOUD124,Atenolol,140;153;154;155,ADORA3;ADRB1;ADRB2;ADRB3
CLOUD125,Tolazoline,134864;146;147;148,TAAR1;ADRA1D;ADRA1B;ADRA1A
CLOUD126,Methylergometrine,3362;1814;3356;7421;1812;1813;150;151;216;3354;5999;3355;3357;3358,HTR6;DRD3;HTR2A;VDR;DRD1;DRD2;ADRA2A;ADRA2B;ALDH1A1;HTR1E;RGS4;HTR1F;HTR2B;HTR2C
CLOUD127,Minoxidil Sulfate,,
CLOUD128,Cycloguanil,573971;1719,DHFRP1;DHFR
CLOUD129,Mefloquine,2741;3458;55775;3757;65975,GLRA1;IFNG;TDP1;KCNH2;STK33
CLOUD130,Lumefantrine,196;3725;2099;5914,AHR;JUN;ESR1;RARA
CLOUD131,Trimethobenzamide,,
CLOUD132,Dantrolene,3458;55847;1544;4137;1576;1557;1559;1565,IFNG;CISD1;CYP1A2;MAPT;CYP3A4;CYP2C19;CYP2C9;CYP2D6
CLOUD133,Epinephrine,1544;146;3091;148;1813;150;151;152;154;155;2597;4137;2475;4780;2101;2237;23632;7253;55775;51426;759;1812;762;7421,CYP1A2;ADRA1D;HIF1A;ADRA1A;DRD2;ADRA2A;ADRA2B;ADRA2C;ADRB2;ADRB3;GAPDH;MAPT;MTOR;NFE2L2;ESRRA;FEN1;CA14;TSHR;TDP1;POLK;CA1;DRD1;CA4;VDR
CLOUD134,Trazodone,1814;10280;6532;152;146;1812;150;151;2648;3356;3357;3358;3269,DRD3;SIGMAR1;SLC6A4;ADRA2C;ADRA1D;DRD1;ADRA2A;ADRA2B;KAT2A;HTR2A;HTR2B;HTR2C;HRH1
CLOUD135,Furazolidone,5243,ABCB1
CLOUD136,Hydroxyflutamide,4780;367;2737;2099;2101;5241;2395;55775,NFE2L2;AR;GLI3;ESR1;ESRRA;PGR;FXN;TDP1
CLOUD137,Cisatracurium,1576,CYP3A4
CLOUD138,Pentostatin,100;1814,ADA;DRD3
CLOUD139,Docetaxel,3458;367;9970;2099;7157;5914;55775;2908;2101,IFNG;AR;NR1I3;ESR1;TP53;RARA;TDP1;NR3C1;ESRRA
CLOUD140,Bretylium,,
CLOUD141,Lansoprazole,4864;1544;1559;23576;2194;1557;1558;9367;5914;2671;1565;162466;1576;4137;29994;4780;2101;5305;5999;196;4170;3276;5347;476;477;478;55775;480;481;482;483;486;495;496;9970;246;5468;7421,NPC1;CYP1A2;CYP2C9;DDAH1;FASN;CYP2C19;CYP2C8;RAB9A;RARA;GFER;CYP2D6;PHOSPHO1;CYP3A4;MAPT;BAZ2B;NFE2L2;ESRRA;PIP4K2A;RGS4;AHR;MCL1;PRMT1;PLK1;ATP1A1;ATP1A2;ATP1A3;TDP1;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;ATP4A;ATP4B;NR1I3;ALOX15;PPARG;VDR
CLOUD142,Flutamide,1544;13;1557;1559;8856;5914;3362;1576;4780;3630;2737;2099;1588;2101;2100;3778;6097;55775;367;6256;9970;8824;5243,CYP1A2;AADAC;CYP2C19;CYP2C9;NR1I2;RARA;HTR6;CYP3A4;NFE2L2;INS;GLI3;ESR1;CYP19A1;ESRRA;ESR2;KCNMA1;RORC;TDP1;AR;RXRA;NR1I3;CES2;ABCB1
CLOUD143,Albendazole,3458;3717;9734;1544;2831;3354;9971;2847;79915;688;2737;2099;2101;65975;351;203068;196;5914;5468;55775;51053;367;9970;3315;7157;5243;7421,IFNG;JAK2;HDAC9;CYP1A2;NPBWR1;HTR1E;NR1H4;MCHR1;ATAD5;KLF5;GLI3;ESR1;ESRRA;STK33;APP;TUBB;AHR;RARA;PPARG;TDP1;GMNN;AR;NR1I3;HSPB1;TP53;ABCB1;VDR
CLOUD144,Trimethoprim,1544;573971;1557;1559;2737;1565;1576;1719;10951;367;6256,CYP1A2;DHFRP1;CYP2C19;CYP2C9;GLI3;CYP2D6;CYP3A4;DHFR;CBX1;AR;RXRA
CLOUD145,Lacosamide,768;771;11238;377677;23632;759;760;761;762;763;765;766;6335,CA9;CA12;CA5B;CA13;CA14;CA1;CA2;CA3;CA4;CA5A;CA6;CA7;SCN9A
CLOUD146,Abacavir,8714;4363;1244;213,ABCC3;ABCC1;ABCC2;ALB
CLOUD147,Iloprost,5739,PTGIR
CLOUD148,Metformin,53632;5571;1803;146802;5562;5563;5564;5565;51422,PRKAG3;PRKAG1;DPP4;SLC47A2;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG2
CLOUD149,Ranolazine,1132;6331;3676;3757,CHRM4;SCN5A;ITGA4;KCNH2
CLOUD150,Lithium,,
CLOUD151,Praziquantel,2099;2101,ESR1;ESRRA
CLOUD152,Vinblastine,3458;81027;10376;84617;10381;10382;10383;7846;347688;84790;65975;203068;28234;4363;112714;347733;1244;10599;7277;7280;1576;5243,IFNG;TUBB1;TUBA1B;TUBB6;TUBB3;TUBB4A;TUBB4B;TUBA1A;TUBB8;TUBA1C;STK33;TUBB;SLCO1B3;ABCC1;TUBA3E;TUBB2B;ABCC2;SLCO1B1;TUBA4A;TUBB2A;CYP3A4;ABCB1
CLOUD153,Metaxalone,1814,DRD3
CLOUD154,Ezetimibe Glucuronide,,
CLOUD155,Lamotrigine,1544;361;1559;6335;1576;6326;6328;6329;6331;1565;1557,CYP1A2;AQP4;CYP2C9;SCN9A;CYP3A4;SCN2A;SCN3A;SCN4A;SCN5A;CYP2D6;CYP2C19
CLOUD156,Enoxacin,,
CLOUD157,Doxapram,,
CLOUD158,Stanozolol,140;4780;3725;2737;2099;2100;2101;367,ADORA3;NFE2L2;JUN;GLI3;ESR1;ESR2;ESRRA;AR
CLOUD159,Miglitol,8972;6476;259249;2548;187,MGAM;SI;MRGPRX1;GAA;APLNR
CLOUD160,Tetracycline,7941;1544;5778;1557;1559;156;1565;1576;2099;2100;4170;3320;598;2150;9446;6647;3064;5499;3326,PLA2G7;CYP1A2;PTPN7;CYP2C19;CYP2C9;GRK2;CYP2D6;CYP3A4;ESR1;ESR2;MCL1;HSP90AA1;BCL2L1;F2RL1;GSTO1;SOD1;HTT;PPP1CA;HSP90AB1
CLOUD161,Sulfameter,60489;3676,APOBEC3G;ITGA4
CLOUD162,Carglumic Acid,,
CLOUD163,Nateglinide,27345;1544;1576;1557;1559;1565,KCNMB4;CYP1A2;CYP3A4;CYP2C19;CYP2C9;CYP2D6
CLOUD164,Temozolomide,26986;3205,PABPC1;HOXA9
CLOUD165,Mycophenolic acid,3458;1544;3614;3615;2099;2101;65975;7364;6606;6607;5468;6622;55775;4193;4194;367;9970;7157,IFNG;CYP1A2;IMPDH1;IMPDH2;ESR1;ESRRA;STK33;UGT2B7;SMN1;SMN2;PPARG;SNCA;TDP1;MDM2;MDM4;AR;NR1I3;TP53
CLOUD166,Meclofenamic acid,8644;7276;1645;1646;5743;2169;5742,AKR1C3;TTR;AKR1C1;AKR1C2;PTGS2;FABP2;PTGS1
CLOUD167,Phenprocoumon,,
CLOUD168,Mesalazine,7398;834;2597;9446;1576;4170;51426;3248;23569;2099;1557;598;2744;3676;7421;7941,USP1;CASP1;GAPDH;GSTO1;CYP3A4;MCL1;POLK;HPGD;PADI4;ESR1;CYP2C19;BCL2L1;GLS;ITGA4;VDR;PLA2G7
CLOUD169,Mitotane,6530;6531;6532;140;405;150;8856;5914;3357;3362;10460;4780;3757;1583;1584;2737;2099;2100;2101;3777;6097;7253;59350;472;2908;367;9970;7157,SLC6A2;SLC6A3;SLC6A4;ADORA3;ARNT;ADRA2A;NR1I2;RARA;HTR2B;HTR6;TACC3;NFE2L2;KCNH2;CYP11A1;CYP11B1;GLI3;ESR1;ESR2;ESRRA;KCNK3;RORC;TSHR;RXFP1;ATM;NR3C1;AR;NR1I3;TP53
CLOUD170,Metronidazole,216;7458;1813,ALDH1A1;EIF4H;DRD2
CLOUD171,Isoniazid,4353;196;1544;1576;1559;5914;5243,MPO;AHR;CYP1A2;CYP3A4;CYP2C9;RARA;ABCB1
CLOUD172,Amprenavir,1576;1509,CYP3A4;CTSD
CLOUD173,Thiabendazole,672;196;23173;9734;1544;79915;10988;3630;6607;6256;2280;9970;2099;2101;5914,BRCA1;AHR;METAP1;HDAC9;CYP1A2;ATAD5;METAP2;INS;SMN2;RXRA;FKBP1A;NR1I3;ESR1;ESRRA;RARA
CLOUD174,Nitazoxanide,4864;10242;6531;9734;3315;23569;1812;1813;1576;4137;79915;4780;5021;2737;2099;1588;2101;389816;387129;7157;3778;5315;196;3784;5914;6607;7253;59350;231;367;9970;55283;3061;57468;7421,NPC1;KCNMB2;SLC6A3;HDAC9;HSPB1;PADI4;DRD1;DRD2;CYP3A4;MAPT;ATAD5;NFE2L2;OXTR;GLI3;ESR1;CYP19A1;ESRRA;LRRC26;NPSR1;TP53;KCNMA1;PKM;AHR;KCNQ1;RARA;SMN2;TSHR;RXFP1;AKR1B1;AR;NR1I3;MCOLN3;HCRTR1;SLC12A5;VDR
CLOUD175,Propylthiouracil,4353;3779;7173;1544;2099;1557;1559;1565,MPO;KCNMB1;TPO;CYP1A2;ESR1;CYP2C19;CYP2C9;CYP2D6
CLOUD176,Ribavirin 5'-Triphosphate,,
CLOUD177,Cycloserine,3091,HIF1A
CLOUD178,Ribavirin,367;6097;3576;9970;2099;2101;7157;216;55775,AR;RORC;CXCL8;NR1I3;ESR1;ESRRA;TP53;ALDH1A1;TDP1
CLOUD179,Hydroxyurea,760;768;2744;763,CA2;CA9;GLS;CA5A
CLOUD180,Diazoxide,1544;6833;5243;1565;3767,CYP1A2;ABCC8;ABCB1;CYP2D6;KCNJ11
CLOUD181,Mephenytoin,,
CLOUD182,Altretamine,1544;367;5335;2357,CYP1A2;AR;PLCG1;FPR1
CLOUD183,Chlorphenesin,,
CLOUD184,Topiramate,768;770;771;377677;23632;11238;361;6256;766;759;760;762;763;765,CA9;CA11;CA12;CA13;CA14;CA5B;AQP4;RXRA;CA7;CA1;CA2;CA4;CA5A;CA6
CLOUD185,Ethambutol,,
CLOUD186,Methyldopa,641;6955;1544;54414;1557;1559;1565;11168;7329;2597;1576;29994;10951;5423;2100;5305;2237;11201;10054;10055;29128;54737;216;55775;51426;390245;1644;51053;5999;839;249;5243;4351,BLM;TRA;CYP1A2;SIAE;CYP2C19;CYP2C9;CYP2D6;PSIP1;UBE2I;GAPDH;CYP3A4;BAZ2B;CBX1;POLB;ESR2;PIP4K2A;FEN1;POLI;UBA2;SAE1;UHRF1;MPHOSPH8;ALDH1A1;TDP1;POLK;KDM4E;DDC;GMNN;RGS4;CASP6;ALPL;ABCB1;MPI
CLOUD187,Zileuton,4048;2053;4321;1576;1559;240;241;9970;1241;4313;5468;1565;1557,LTA4H;EPHX2;MMP12;CYP3A4;CYP2C9;ALOX5;ALOX5AP;NR1I3;LTB4R;MMP2;PPARG;CYP2D6;CYP2C19
CLOUD188,Carisoprodol,5243;10951,ABCB1;CBX1
CLOUD189,Gabapentin,781,CACNA2D1
CLOUD190,Nitisinone,3242,HPD
CLOUD191,Allopurinol,1544;7498;367;1576;3251;2100;1557;1559;1843;1565;2101,CYP1A2;XDH;AR;CYP3A4;HPRT1;ESR2;CYP2C19;CYP2C9;DUSP1;CYP2D6;ESRRA
CLOUD192,Acetazolamide,768;770;771;377677;23632;4313;4321;11238;361;759;760;761;762;763;765;766,CA9;CA11;CA12;CA13;CA14;MMP2;MMP12;CA5B;AQP4;CA1;CA2;CA3;CA4;CA5A;CA6;CA7
CLOUD193,Oxyphenbutazone,6401;9734;9970;3725;1814;154;51099;10663;1576;4137;4780;2737;2101;440503;1080;4286;3777;3553;3064;1235;59350;54106;8795;55775;4193;4194;5347;3172;6311;367;2034;7157;4088;8767;7421;64127,SELE;HDAC9;NR1I3;JUN;DRD3;ADRB2;ABHD5;CXCR6;CYP3A4;MAPT;NFE2L2;GLI3;ESRRA;PLIN5;CFTR;MITF;KCNK3;IL1B;HTT;CCR6;RXFP1;TLR9;TNFRSF10B;TDP1;MDM2;MDM4;PLK1;HNF4A;ATXN2;AR;EPAS1;TP53;SMAD3;RIPK2;VDR;NOD2
CLOUD194,Aminosalicylic Acid,,
CLOUD195,Trilostane,2099;4780;367;2737;3315;2100;7157;5914;2908;2101,ESR1;NFE2L2;AR;GLI3;HSPB1;ESR2;TP53;RARA;NR3C1;ESRRA
CLOUD196,Everolimus,2280;2475;367;2099;1588;55775;2908,FKBP1A;MTOR;AR;ESR1;CYP19A1;TDP1;NR3C1
CLOUD197,Paromomycin,,
CLOUD198,Citalopram,6530;6531;6532;3269;3357;3757;146;6580;10280;5725;3358,SLC6A2;SLC6A3;SLC6A4;HRH1;HTR2B;KCNH2;ADRA1D;SLC22A1;SIGMAR1;PTBP1;HTR2C
CLOUD199,Halofantrine,3458;775;776;778;779;3757,IFNG;CACNA1C;CACNA1D;CACNA1F;CACNA1S;KCNH2
CLOUD200,Etomidate,2560;2561;2562;2563;2564;2565;2566;55879;1544;2567;1584;1576;1585;2559;2554;2555;2556;2557;2558;2568,GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRQ;CYP1A2;GABRG3;CYP11B1;CYP3A4;CYP11B2;GABRA6;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRP
CLOUD201,Armodafinil,6531;1813;1814,SLC6A3;DRD2;DRD3
CLOUD202,Metyrosine,1544;7054;1576;1557;1559;1565,CYP1A2;TH;CYP3A4;CYP2C19;CYP2C9;CYP2D6
CLOUD203,Teriflunomide,1723,DHODH
CLOUD204,Dexchlorpheniramine,6530;6531;6532;3269;1128;1129;3274;1131;1132;1133;10280;146;150;151;3356;3358,SLC6A2;SLC6A3;SLC6A4;HRH1;CHRM1;CHRM2;HRH2;CHRM3;CHRM4;CHRM5;SIGMAR1;ADRA1D;ADRA2A;ADRA2B;HTR2A;HTR2C
